Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Gene Start (bp)	Associated Gene Name	Transcript Start (bp)	Transcript End (bp)	Gene End (bp)
ENSGACG00000022687	ENSGACT00000029479	scaffold_1435	2772	U5	2772	2888	2888
ENSGACG00000021205	ENSGACT00000027997	groupX	7388210		7388210	7388305	7388305
ENSGACG00000022149	ENSGACT00000028941	groupIV	28188654		28188654	28188746	28188746
ENSGACG00000022191	ENSGACT00000028983	groupXIX	12150731		12150731	12150849	12150849
ENSGACG00000021170	ENSGACT00000027962	scaffold_1545	644	5S_rRNA	644	762	762
ENSGACG00000021279	ENSGACT00000028071	groupIV	8057636		8057636	8057719	8057719
ENSGACG00000022688	ENSGACT00000029480	scaffold_178	1038	5S_rRNA	1038	1151	1151
ENSGACG00000022446	ENSGACT00000029238	groupVII	7727697	SNORD31	7727697	7727763	7727763
ENSGACG00000022689	ENSGACT00000029481	scaffold_477	6539	U5	6539	6655	6655
ENSGACG00000021388	ENSGACT00000028180	scaffold_464	10981		10981	11063	11063
ENSGACG00000022439	ENSGACT00000029231	groupXII	16705567	U3	16705567	16705781	16705781
ENSGACG00000022690	ENSGACT00000029482	groupVIII	16267792	SNORD37	16267792	16267856	16267856
ENSGACG00000022086	ENSGACT00000028878	scaffold_1398	3389	5S_rRNA	3389	3507	3507
ENSGACG00000022691	ENSGACT00000029483	groupII	11108199	SNORA24	11108199	11108331	11108331
ENSGACG00000021089	ENSGACT00000027881	groupI	17402688	U1	17402688	17402851	17402851
ENSGACG00000022494	ENSGACT00000029286	groupI	18888549		18888549	18888639	18888639
ENSGACG00000021636	ENSGACT00000028428	scaffold_1398	2215	5S_rRNA	2215	2333	2333
ENSGACG00000022692	ENSGACT00000029484	groupI	7954949	SNORA15	7954949	7955084	7955084
ENSGACG00000022500	ENSGACT00000029292	groupII	6440650		6440650	6440724	6440724
ENSGACG00000021605	ENSGACT00000028397	scaffold_731	7458	U1	7458	7620	7620
ENSGACG00000022693	ENSGACT00000029485	scaffold_148	160894	U5	160894	161010	161010
ENSGACG00000020999	ENSGACT00000027791	scaffold_275	7664	5S_rRNA	7664	7782	7782
ENSGACG00000022694	ENSGACT00000029486	groupIX	11124147	SCARNA14	11124147	11124276	11124276
ENSGACG00000021705	ENSGACT00000028497	scaffold_360	11632	U1	11632	11795	11795
ENSGACG00000021878	ENSGACT00000028670	groupIII	6477807	U6	6477807	6477913	6477913
ENSGACG00000022295	ENSGACT00000029087	groupIV	28182144		28182144	28182251	28182251
ENSGACG00000020968	ENSGACT00000027760	scaffold_56	1074910	5S_rRNA	1074910	1075028	1075028
ENSGACG00000021806	ENSGACT00000028598	scaffold_1234	152	U2	152	343	343
ENSGACG00000021993	ENSGACT00000028785	scaffold_98	281582	U4	281582	281722	281722
ENSGACG00000021410	ENSGACT00000028202	groupXI	11679943		11679943	11680024	11680024
ENSGACG00000022095	ENSGACT00000028887	scaffold_275	7193	5S_rRNA	7193	7311	7311
ENSGACG00000021486	ENSGACT00000028278	scaffold_464	9958		9958	10033	10033
ENSGACG00000022695	ENSGACT00000029487	scaffold_1445	1234	U5	1234	1350	1350
ENSGACG00000021613	ENSGACT00000028405	groupI	17518757	U2	17518757	17518947	17518947
ENSGACG00000021000	ENSGACT00000027792	groupXII	16558621	5S_rRNA	16558621	16558740	16558740
ENSGACG00000022388	ENSGACT00000029180	scaffold_1422	3221	U3	3221	3435	3435
ENSGACG00000021215	ENSGACT00000028007	groupIV	28156619		28156619	28156711	28156711
ENSGACG00000022696	ENSGACT00000029488	scaffold_704	6703	U5	6703	6819	6819
ENSGACG00000022141	ENSGACT00000028933	groupIV	28186150		28186150	28186225	28186225
ENSGACG00000022697	ENSGACT00000029489	scaffold_446	17918		17918	17995	17995
ENSGACG00000022667	ENSGACT00000029459	scaffold_269	33602	SNORD94	33602	33740	33740
ENSGACG00000022698	ENSGACT00000029490	groupIV	12433260		12433260	12433324	12433324
ENSGACG00000022699	ENSGACT00000029491	scaffold_1487	787	U5	787	903	903
ENSGACG00000022700	ENSGACT00000029492	scaffold_120	54353	SNORD89	54353	54465	54465
ENSGACG00000022128	ENSGACT00000028920	scaffold_275	14828	5S_rRNA	14828	14946	14946
ENSGACG00000021196	ENSGACT00000027988	groupXII	16548880	5S_rRNA	16548880	16548998	16548998
ENSGACG00000022701	ENSGACT00000029493	groupXX	17784311	SCARNA1	17784311	17784474	17784474
ENSGACG00000021446	ENSGACT00000028238	groupIV	26243268		26243268	26243375	26243375
ENSGACG00000021146	ENSGACT00000027938	scaffold_275	38566	5S_rRNA	38566	38686	38686
ENSGACG00000022384	ENSGACT00000029176	scaffold_325	20987	U3	20987	21201	21201
ENSGACG00000021046	ENSGACT00000027838	scaffold_1619	1452	5S_rRNA	1452	1576	1576
ENSGACG00000021957	ENSGACT00000028749	groupIII	6487228	U6	6487228	6487334	6487334
ENSGACG00000021176	ENSGACT00000027968	scaffold_275	20990	5S_rRNA	20990	21110	21110
ENSGACG00000022372	ENSGACT00000029164	groupXII	16713907	U3	16713907	16714121	16714121
ENSGACG00000022001	ENSGACT00000028793	scaffold_1529	699	U2	699	889	889
ENSGACG00000020993	ENSGACT00000027785	scaffold_704	4371	U2	4371	4561	4561
ENSGACG00000021278	ENSGACT00000028070	groupIII	13373079		13373079	13373154	13373154
ENSGACG00000021120	ENSGACT00000027912	scaffold_275	32688	5S_rRNA	32688	32806	32806
ENSGACG00000022026	ENSGACT00000028818	scaffold_672	31595	5S_rRNA	31595	31713	31713
ENSGACG00000022385	ENSGACT00000029177	scaffold_101	339181	SNORA8	339181	339318	339318
ENSGACG00000021895	ENSGACT00000028687	scaffold_704	969	U2	969	1159	1159
ENSGACG00000021838	ENSGACT00000028630	scaffold_275	21938	5S_rRNA	21938	22062	22062
ENSGACG00000021634	ENSGACT00000028426	scaffold_1487	2952	U1	2952	3115	3115
ENSGACG00000021175	ENSGACT00000027967	scaffold_672	27556	5S_rRNA	27556	27674	27674
ENSGACG00000022625	ENSGACT00000029417	groupXVIII	15561389		15561389	15561507	15561507
ENSGACG00000022013	ENSGACT00000028805	groupXVI	4690278	U6	4690278	4690383	4690383
ENSGACG00000021210	ENSGACT00000028002	groupIV	28195125		28195125	28195242	28195242
ENSGACG00000021496	ENSGACT00000028288	groupI	27739836		27739836	27739930	27739930
ENSGACG00000022702	ENSGACT00000029494	scaffold_1439	1825	U2	1825	1938	1938
ENSGACG00000022534	ENSGACT00000029326	groupXVI	3794727		3794727	3794810	3794810
ENSGACG00000022703	ENSGACT00000029495	scaffold_477	2945	U5	2945	3061	3061
ENSGACG00000021654	ENSGACT00000028446	groupI	17446444	SNORD15	17446444	17446592	17446592
ENSGACG00000021013	ENSGACT00000027805	scaffold_275	27461	5S_rRNA	27461	27579	27579
ENSGACG00000021880	ENSGACT00000028672	scaffold_275	22180	5S_rRNA	22180	22298	22298
ENSGACG00000021153	ENSGACT00000027945	scaffold_672	1169	5S_rRNA	1169	1286	1286
ENSGACG00000020963	ENSGACT00000027755	scaffold_1398	2691	5S_rRNA	2691	2809	2809
ENSGACG00000021770	ENSGACT00000028562	scaffold_275	18381	5S_rRNA	18381	18498	18498
ENSGACG00000022326	ENSGACT00000029118	groupXII	16731977	U3	16731977	16732191	16732191
ENSGACG00000022704	ENSGACT00000029496	scaffold_1420	2654	U2	2654	2767	2767
ENSGACG00000021900	ENSGACT00000028692	scaffold_275	5525	5S_rRNA	5525	5647	5647
ENSGACG00000021132	ENSGACT00000027924	scaffold_651	2220	U4	2220	2360	2360
ENSGACG00000021826	ENSGACT00000028618	scaffold_704	529	U1	529	692	692
ENSGACG00000022233	ENSGACT00000029025	scaffold_464	6362		6362	6470	6470
ENSGACG00000022564	ENSGACT00000029356	groupX	14113049		14113049	14113140	14113140
ENSGACG00000022080	ENSGACT00000028872	scaffold_275	32925	5S_rRNA	32925	33044	33044
ENSGACG00000022025	ENSGACT00000028817	scaffold_672	38477	5S_rRNA	38477	38596	38596
ENSGACG00000021550	ENSGACT00000028342	groupI	17445432	SNORD15	17445432	17445580	17445580
ENSGACG00000021923	ENSGACT00000028715	scaffold_275	15309	5S_rRNA	15309	15429	15429
ENSGACG00000022705	ENSGACT00000029497	scaffold_148	193158	U5	193158	193274	193274
ENSGACG00000021597	ENSGACT00000028389	scaffold_275	33870	5S_rRNA	33870	33988	33988
ENSGACG00000021155	ENSGACT00000027947	scaffold_1034	1306	5S_rRNA	1306	1424	1424
ENSGACG00000022430	ENSGACT00000029222	scaffold_325	14038	U3	14038	14252	14252
ENSGACG00000021766	ENSGACT00000028558	scaffold_275	41667	5S_rRNA	41667	41785	41785
ENSGACG00000021899	ENSGACT00000028691	scaffold_1398	345	5S_rRNA	345	463	463
ENSGACG00000021805	ENSGACT00000028597	scaffold_672	32304	5S_rRNA	32304	32428	32428
ENSGACG00000022706	ENSGACT00000029498	scaffold_1638	370	U5	370	486	486
ENSGACG00000022380	ENSGACT00000029172	groupIII	10654323	snosnR61	10654323	10654384	10654384
ENSGACG00000021729	ENSGACT00000028521	scaffold_1819	421	5S_rRNA	421	540	540
ENSGACG00000021099	ENSGACT00000027891	groupIII	6479406	U6	6479406	6479512	6479512
ENSGACG00000021898	ENSGACT00000028690	scaffold_672	38240	5S_rRNA	38240	38358	38358
ENSGACG00000022032	ENSGACT00000028824	groupIII	6484382	U6	6484382	6484488	6484488
ENSGACG00000022109	ENSGACT00000028901	scaffold_1435	1706	U2	1706	1896	1896
ENSGACG00000021680	ENSGACT00000028472	scaffold_672	3065	5S_rRNA	3065	3183	3183
ENSGACG00000022653	ENSGACT00000029445	groupXIX	9092899	SNORA71	9092899	9093024	9093024
ENSGACG00000021398	ENSGACT00000028190	groupIV	29062040		29062040	29062109	29062109
ENSGACG00000020990	ENSGACT00000027782	scaffold_1034	5079	5S_rRNA	5079	5197	5197
ENSGACG00000021788	ENSGACT00000028580	scaffold_823	3243	U2	3243	3433	3433
ENSGACG00000021971	ENSGACT00000028763	scaffold_1545	2537	5S_rRNA	2537	2655	2655
ENSGACG00000021219	ENSGACT00000028011	groupIV	28193780		28193780	28193856	28193856
ENSGACG00000021776	ENSGACT00000028568	groupXII	16549115	5S_rRNA	16549115	16549233	16549233
ENSGACG00000022006	ENSGACT00000028798	groupXII	16558075	5S_rRNA	16558075	16558193	16558193
ENSGACG00000022538	ENSGACT00000029330	scaffold_27	4669107	U6atac	4669107	4669234	4669234
ENSGACG00000020973	ENSGACT00000027765	groupXII	16560265	5S_rRNA	16560265	16560383	16560383
ENSGACG00000021918	ENSGACT00000028710	scaffold_704	7262	U1	7262	7425	7425
ENSGACG00000021272	ENSGACT00000028064	scaffold_47	207875		207875	207974	207974
ENSGACG00000021569	ENSGACT00000028361	groupXII	16549823	5S_rRNA	16549823	16549941	16549941
ENSGACG00000022707	ENSGACT00000029499	scaffold_1445	1701	U1	1701	1741	1741
ENSGACG00000022708	ENSGACT00000029500	scaffold_1234	1135	U5	1135	1251	1251
ENSGACG00000021852	ENSGACT00000028644	scaffold_704	2230	U1	2230	2393	2393
ENSGACG00000022555	ENSGACT00000029347	groupIV	9503554		9503554	9503632	9503632
ENSGACG00000021739	ENSGACT00000028531	scaffold_1690	243	5S_rRNA	243	361	361
ENSGACG00000022589	ENSGACT00000029381	groupXIX	6553237	SNORD18	6553237	6553303	6553303
ENSGACG00000022154	ENSGACT00000028946	scaffold_90	456839		456839	456912	456912
ENSGACG00000021643	ENSGACT00000028435	scaffold_275	2919	5S_rRNA	2919	3037	3037
ENSGACG00000022709	ENSGACT00000029501	groupXX	12921614	SNORA13	12921614	12921746	12921746
ENSGACG00000022208	ENSGACT00000029000	groupXVII	3393574		3393574	3393669	3393669
ENSGACG00000021306	ENSGACT00000028098	groupXI	8142479		8142479	8142575	8142575
ENSGACG00000022197	ENSGACT00000028989	groupI	25004803		25004803	25004901	25004901
ENSGACG00000021366	ENSGACT00000028158	groupIV	28177108		28177108	28177190	28177190
ENSGACG00000021614	ENSGACT00000028406	scaffold_1690	479	5S_rRNA	479	586	586
ENSGACG00000021562	ENSGACT00000028354	scaffold_1398	1980	5S_rRNA	1980	2098	2098
ENSGACG00000022710	ENSGACT00000029502	groupXVII	8437596	SNORD57	8437596	8437663	8437663
ENSGACG00000021601	ENSGACT00000028393	scaffold_275	8376	5S_rRNA	8376	8494	8494
ENSGACG00000022043	ENSGACT00000028835	scaffold_672	29206	5S_rRNA	29206	29324	29324
ENSGACG00000022659	ENSGACT00000029451	groupX	11945554	snopsi28S-3327	11945554	11945694	11945694
ENSGACG00000021194	ENSGACT00000027986	scaffold_98	284086	U4	284086	284226	284226
ENSGACG00000022078	ENSGACT00000028870	scaffold_672	36327	5S_rRNA	36327	36448	36448
ENSGACG00000021300	ENSGACT00000028092	groupXIII	19683692		19683692	19683787	19683787
ENSGACG00000021882	ENSGACT00000028674	scaffold_1434	1810	U2	1810	2000	2000
ENSGACG00000022593	ENSGACT00000029385	groupIX	16366510	SNORA62	16366510	16366652	16366652
ENSGACG00000021161	ENSGACT00000027953	scaffold_275	13166	5S_rRNA	13166	13284	13284
ENSGACG00000021048	ENSGACT00000027840	scaffold_275	25174	5S_rRNA	25174	25292	25292
ENSGACG00000021358	ENSGACT00000028150	groupIV	28193062		28193062	28193144	28193144
ENSGACG00000021135	ENSGACT00000027927	scaffold_275	15548	5S_rRNA	15548	15668	15668
ENSGACG00000021849	ENSGACT00000028641	scaffold_148	178914	U1	178914	179077	179077
ENSGACG00000022537	ENSGACT00000029329	scaffold_926	3629		3629	3711	3711
ENSGACG00000021077	ENSGACT00000027869	scaffold_1034	124	5S_rRNA	124	242	242
ENSGACG00000021028	ENSGACT00000027820	groupIII	6482960	U6	6482960	6483066	6483066
ENSGACG00000022579	ENSGACT00000029371	groupXI	1052618		1052618	1052723	1052723
ENSGACG00000022711	ENSGACT00000029503	groupVII	7728434	SNORD22	7728434	7728560	7728560
ENSGACG00000021742	ENSGACT00000028534	scaffold_1034	5550	5S_rRNA	5550	5668	5668
ENSGACG00000021975	ENSGACT00000028767	scaffold_275	28179	5S_rRNA	28179	28299	28299
ENSGACG00000021230	ENSGACT00000028022	groupIV	28156458		28156458	28156534	28156534
ENSGACG00000021797	ENSGACT00000028589	scaffold_651	8480	U4	8480	8620	8620
ENSGACG00000022712	ENSGACT00000029504	groupI	7954518	SNORA15	7954518	7954653	7954653
ENSGACG00000020960	ENSGACT00000027752	scaffold_672	219	5S_rRNA	219	337	337
ENSGACG00000022101	ENSGACT00000028893	scaffold_651	4098	U4	4098	4238	4238
ENSGACG00000022358	ENSGACT00000029150	scaffold_758	9408	U3	9408	9622	9622
ENSGACG00000021813	ENSGACT00000028605	scaffold_275	11528	5S_rRNA	11528	11646	11646
ENSGACG00000022169	ENSGACT00000028961	groupIII	7312510		7312510	7312583	7312583
ENSGACG00000022264	ENSGACT00000029056	scaffold_27	3558329		3558329	3558410	3558410
ENSGACG00000022297	ENSGACT00000029089	scaffold_464	12436		12436	12537	12537
ENSGACG00000020986	ENSGACT00000027778	scaffold_1877	15	5S_rRNA	15	133	133
ENSGACG00000022713	ENSGACT00000029505	scaffold_1281	2872	U5	2872	2988	2988
ENSGACG00000021286	ENSGACT00000028078	groupXVI	6984494		6984494	6984573	6984573
ENSGACG00000022609	ENSGACT00000029401	groupIV	17765217	SNORA5	17765217	17765353	17765353
ENSGACG00000021163	ENSGACT00000027955	scaffold_98	296044	U4	296044	296184	296184
ENSGACG00000022714	ENSGACT00000029506	scaffold_148	182282	U2	182282	182413	182413
ENSGACG00000021426	ENSGACT00000028218	groupVII	18314432		18314432	18314505	18314505
ENSGACG00000021251	ENSGACT00000028043	groupI	4482138		4482138	4482234	4482234
ENSGACG00000021855	ENSGACT00000028647	scaffold_275	16726	5S_rRNA	16726	16844	16844
ENSGACG00000021244	ENSGACT00000028036	groupXII	11644824		11644824	11644907	11644907
ENSGACG00000022715	ENSGACT00000029507	groupXVI	1703469	SNORA13	1703469	1703601	1703601
ENSGACG00000021958	ENSGACT00000028750	scaffold_1021	2742	U1	2742	2905	2905
ENSGACG00000022574	ENSGACT00000029366	groupX	11946375	SNORD99	11946375	11946447	11946447
ENSGACG00000021547	ENSGACT00000028339	scaffold_275	17657	5S_rRNA	17657	17775	17775
ENSGACG00000020991	ENSGACT00000027783	scaffold_823	1102	U1	1102	1265	1265
ENSGACG00000022561	ENSGACT00000029353	groupXXI	1706204		1706204	1706327	1706327
ENSGACG00000021365	ENSGACT00000028157	groupIV	28178279		28178279	28178361	28178361
ENSGACG00000022716	ENSGACT00000029508	scaffold_528	5002		5002	5074	5074
ENSGACG00000022113	ENSGACT00000028905	scaffold_275	35036	5S_rRNA	35036	35148	35148
ENSGACG00000021677	ENSGACT00000028469	groupVIII	9800111	5S_rRNA	9800111	9800229	9800229
ENSGACG00000022437	ENSGACT00000029229	scaffold_68	839156	SNORD59	839156	839225	839225
ENSGACG00000021301	ENSGACT00000028093	groupVI	4232356		4232356	4232434	4232434
ENSGACG00000022345	ENSGACT00000029137	groupXII	16719467	U3	16719467	16719681	16719681
ENSGACG00000021376	ENSGACT00000028168	groupIV	28149381		28149381	28149463	28149463
ENSGACG00000022267	ENSGACT00000029059	groupXX	8720507		8720507	8720589	8720589
ENSGACG00000021644	ENSGACT00000028436	scaffold_360	41653	U2	41653	41791	41791
ENSGACG00000022279	ENSGACT00000029071	groupIV	28133726		28133726	28133833	28133833
ENSGACG00000021173	ENSGACT00000027965	scaffold_1398	580	5S_rRNA	580	699	699
ENSGACG00000022717	ENSGACT00000029509	groupXI	3745043	SNORA21	3745043	3745177	3745177
ENSGACG00000022601	ENSGACT00000029393	groupXII	15375978	SNORA2	15375978	15376111	15376111
ENSGACG00000021859	ENSGACT00000028651	scaffold_1021	3976	U2	3976	4166	4166
ENSGACG00000021276	ENSGACT00000028068	groupXVI	9148004		9148004	9148078	9148078
ENSGACG00000022273	ENSGACT00000029065	groupIII	13603674		13603674	13603764	13603764
ENSGACG00000022367	ENSGACT00000029159	groupXI	14481099	SNORD35	14481099	14481182	14481182
ENSGACG00000021165	ENSGACT00000027957	scaffold_275	41195	5S_rRNA	41195	41315	41315
ENSGACG00000021551	ENSGACT00000028343	scaffold_1246	3756	U4	3756	3896	3896
ENSGACG00000022371	ENSGACT00000029163	groupXII	16712517	U3	16712517	16712731	16712731
ENSGACG00000022252	ENSGACT00000029044	scaffold_464	2283		2283	2391	2391
ENSGACG00000021694	ENSGACT00000028486	scaffold_769	484	5S_rRNA	484	602	602
ENSGACG00000022088	ENSGACT00000028880	scaffold_275	23130	5S_rRNA	23130	23253	23253
ENSGACG00000022081	ENSGACT00000028873	scaffold_275	24233	5S_rRNA	24233	24351	24351
ENSGACG00000022228	ENSGACT00000029020	scaffold_464	97		97	179	179
ENSGACG00000022176	ENSGACT00000028968	groupXIII	2241595		2241595	2241676	2241676
ENSGACG00000021084	ENSGACT00000027876	scaffold_1246	4382	U4	4382	4522	4522
ENSGACG00000022378	ENSGACT00000029170	scaffold_325	8465	U3	8465	8679	8679
ENSGACG00000022362	ENSGACT00000029154	groupXII	16730587	U3	16730587	16730801	16730801
ENSGACG00000021158	ENSGACT00000027950	groupXVI	4667418	U6	4667418	4667523	4667523
ENSGACG00000021083	ENSGACT00000027875	scaffold_275	3630	5S_rRNA	3630	3747	3747
ENSGACG00000022418	ENSGACT00000029210	scaffold_758	3847	U3	3847	4061	4061
ENSGACG00000022718	ENSGACT00000029510	scaffold_148	195934	U2	195934	196065	196065
ENSGACG00000021143	ENSGACT00000027935	groupXIV	2723501	SNORD36	2723501	2723568	2723568
ENSGACG00000022110	ENSGACT00000028902	groupXII	16552649	5S_rRNA	16552649	16552767	16552767
ENSGACG00000022247	ENSGACT00000029039	groupXX	15698389		15698389	15698453	15698453
ENSGACG00000022105	ENSGACT00000028897	scaffold_1620	59	U1	59	222	222
ENSGACG00000022719	ENSGACT00000029511	scaffold_1420	3279	U5	3279	3395	3395
ENSGACG00000021982	ENSGACT00000028774	scaffold_275	18858	5S_rRNA	18858	18981	18981
ENSGACG00000021402	ENSGACT00000028194	groupIV	17829778		17829778	17829860	17829860
ENSGACG00000022466	ENSGACT00000029258	groupV	1983979		1983979	1984058	1984058
ENSGACG00000022720	ENSGACT00000029512	scaffold_56	1076755	U2	1076755	1076868	1076868
ENSGACG00000021873	ENSGACT00000028665	scaffold_275	26970	5S_rRNA	26970	27096	27096
ENSGACG00000021265	ENSGACT00000028057	groupIV	29062704		29062704	29062803	29062803
ENSGACG00000022515	ENSGACT00000029307	groupII	7186250		7186250	7186326	7186326
ENSGACG00000022368	ENSGACT00000029160	scaffold_1422	1831	U3	1831	2045	2045
ENSGACG00000022400	ENSGACT00000029192	scaffold_325	2905	U3	2905	3119	3119
ENSGACG00000022316	ENSGACT00000029108	groupIV	24431219		24431219	24431318	24431318
ENSGACG00000022721	ENSGACT00000029513	groupXXI	7590492	SNORA27	7590492	7590621	7590621
ENSGACG00000022722	ENSGACT00000029514	groupI	27338055	SNORD51	27338055	27338128	27338128
ENSGACG00000022723	ENSGACT00000029515	scaffold_1234	4715	U5	4715	4831	4831
ENSGACG00000021400	ENSGACT00000028192	groupXV	7577427		7577427	7577509	7577509
ENSGACG00000022724	ENSGACT00000029516	groupIII	10646650	SNORD46	10646650	10646756	10646756
ENSGACG00000021564	ENSGACT00000028356	groupXIX	6554151	SNORD18	6554151	6554215	6554215
ENSGACG00000021659	ENSGACT00000028451	scaffold_721	10	U1	10	176	176
ENSGACG00000022478	ENSGACT00000029270	groupII	18491004		18491004	18491070	18491070
ENSGACG00000022662	ENSGACT00000029454	groupIV	17760728	SNORA5	17760728	17760864	17760864
ENSGACG00000022248	ENSGACT00000029040	groupXVI	18014353		18014353	18014420	18014420
ENSGACG00000021699	ENSGACT00000028491	scaffold_1021	4443	U1	4443	4606	4606
ENSGACG00000022417	ENSGACT00000029209	groupXII	16708347	U3	16708347	16708561	16708561
ENSGACG00000020984	ENSGACT00000027776	scaffold_1398	4336	5S_rRNA	4336	4455	4455
ENSGACG00000021765	ENSGACT00000028557	scaffold_704	8963	U1	8963	9126	9126
ENSGACG00000021754	ENSGACT00000028546	scaffold_704	7702	U2	7702	7892	7892
ENSGACG00000022725	ENSGACT00000029517	scaffold_54	21189		21189	21276	21276
ENSGACG00000022726	ENSGACT00000029518	scaffold_571	11590		11590	11670	11670
ENSGACG00000021160	ENSGACT00000027952	groupXII	16555001	5S_rRNA	16555001	16555119	16555119
ENSGACG00000021678	ENSGACT00000028470	scaffold_1398	807	5S_rRNA	807	925	925
ENSGACG00000021110	ENSGACT00000027902	scaffold_275	20517	5S_rRNA	20517	20636	20636
ENSGACG00000022091	ENSGACT00000028883	groupXVIII	12655158	SNORA73	12655158	12655376	12655376
ENSGACG00000021929	ENSGACT00000028721	scaffold_275	16490	5S_rRNA	16490	16608	16608
ENSGACG00000021818	ENSGACT00000028610	scaffold_275	11294	5S_rRNA	11294	11414	11414
ENSGACG00000021027	ENSGACT00000027819	scaffold_148	192560	U1	192560	192723	192723
